PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,target
-3.2605813131001975,-0.5405807139166673,0.8250001238743137,-0.05088779128608266,1.2425370294110105,-1.122398770185114,1.1096311390953038,2.4723940683117545,1.228450669400688,-0.510948069096596,-0.031111059940170376,0.2778093603224528,0.06271910300960847,0.17929915453087725,0.7490200176983128,-0.6850634351325202,0.1534680974118924,-1.0527838724851326,-1.3343677286911002,1.6713896054009088,-0.8427977351635756,0.22531491300146142,1
0.7465404294419022,2.028145676004319,-0.8890222313422229,-0.321795381807006,2.4175629324095156,0.7328003300408323,-0.8342485648357727,-2.432115902969423,3.10466627851241,-1.0752066097894657,-0.8051795886892097,0.22567703509365641,0.23395852132029907,0.4449753742388762,1.0433678825662054,-0.4441007213935928,-1.1289002470300238,0.18209990364901704,-0.16026832642933653,0.8273490574107565,0.4872069099374882,-1.0923474395717128,1
-2.264260214932093,-0.606688036827843,-1.8004617544955293,1.2602168269934797,1.5614230011016608,-1.1575342037329095,1.0022470834089459,2.2642322894643336,0.8428739714416932,-0.3112550444811412,-0.12985120679518655,0.057180639579612315,0.06192875046279084,0.046094558348321345,0.547886520147618,-0.7342413154314184,0.48926188714935265,-1.6843939366832688,-0.0235921090027352,0.8668458903227282,-0.07434188318655142,0.07886786544336134,1
-1.9010370396395695,0.8268559414636355,1.875368160704901,-1.3366996249152279,2.209714011045183,-0.5008285105479565,-0.576267618841317,-0.3644277355211652,-2.0385318815187796,4.321521263799362,-1.9444446361063688,1.0706828769346366,0.5363656519966612,-0.20551975977997444,-0.3917737230849885,-2.0438074431221116,0.14076466956243797,-1.2890308112088082,-2.695385166588831,1.453606299460236,1.6813858065038656,1.283889504042979,1
-1.8962463360990984,-0.19931430010488327,-2.7349326666360674,0.6681984517858258,0.21317524359583698,-1.0040618624425968,0.6539231590052622,1.824906262855621,0.5419348487194158,-0.09228569238915847,-0.16249491442495992,-0.09053859889904908,0.0011715953333626943,0.009201972083673791,0.3758654964944216,-0.4835736582057965,0.3118912122514007,-0.9024243049711596,0.42963612323423656,-0.051298595897425636,0.48463570856985655,-0.03223721083015731,0
-2.3535416989438347,-0.796238185154229,-0.9628663352356809,1.314163237765008,1.0182353064607885,0.16962407075972005,0.30265974034636023,0.1459595400120095,0.01835053523942613,-0.06747752337071841,0.10214352473052923,0.12571120954641188,0.09825244770461128,0.006872833926333872,0.016048894335428242,-0.23253408516559892,0.2655852346810391,-1.0548358832755607,-0.7872177090820383,0.3157975737344173,0.20023692800218265,0.3959261867881788,1
2.3538521703769724,-2.829365938536828,0.5038146976587982,1.6737782269464732,0.0441694199361411,-0.6730298190402456,-0.15477060564696396,-0.2620549852799122,-0.014877918676796378,0.10818157851399396,-0.14197935683074248,-0.10236185533313266,-0.07766633463861992,-0.1361759644639221,-0.2985591894354642,0.1983944787945733,0.2370733418568612,0.15783982901646212,0.5762672131950316,1.5375027401377288,-0.7851643349126154,0.5010501090168856,1
-1.1130283158889431,0.9671560857572621,1.9667281275217388,-2.338806291318739,-0.4389100605418848,-1.0437204891364567,0.6978995594162275,2.0379847792110417,0.7243788134071827,-0.47843407825721257,-0.14050198288391744,-0.20053481434081227,-0.013309570795140302,0.043958692995236893,0.5422995340373484,-0.41928693292647423,-0.005118304709162336,0.18949539375474142,1.369991608021079,-0.30561961216311295,0.1335570377610022,-0.6630067471295682,0
0.09848887470690841,1.7818942249208116,2.829826976315808,-1.7449339232717709,0.39762925312985137,-0.02724965074347153,0.13451501645451927,0.11162872417030802,-0.038522437736559216,-0.2995254957159113,-0.042467657661911705,-0.11037043952600906,-0.029627111587302492,-0.03873729954635811,0.10589889517029152,0.013478691862171295,-0.11604650110721271,0.3463937837406574,1.3495088625013594,-0.2841475746673793,-1.7547320006533258,-1.520614602232489,1
-0.19808930375902292,1.2710483257267213,-1.93571104731309,0.4484624094803504,-0.07752301342530436,-0.009304109135054316,-0.21208801390711324,-0.32242126152324696,-0.25393547345875306,0.2053379036879502,-0.04356055050235185,-0.02867561068871435,0.017582607971234544,0.024746579348210573,-0.15018571488353963,0.18135269443467875,0.010360099712226603,0.16578517373876123,0.14866217155995246,-0.24487435620651385,-0.3817728735406102,-0.1985064918840458,0
-2.2580612227372994,-0.2547505434173297,-0.6317107764400652,0.847357642853294,0.7108921887956605,0.10969066291286785,0.13876966174390384,0.08563931185565443,0.0368515370789048,-0.04961418651862275,0.09653263071962903,0.1298615630099657,0.06769235138205501,0.02814358166029589,0.02296941137949276,-0.11069130422563372,0.1669056340262228,-0.7311544463041474,-0.718291776220279,0.34914034556490725,0.14751541930418915,0.4571708282580399,1
