isClosed,active_days,first_funding_days,founded_year,first_milestone_at,milestones,funding_total_usd,category_web,lng,relationships,lat,funding_rounds,country_USA,category_network_hosting,country_code_generalized,category_other,category_public_relations,country_other,category_games_video,category_analytics,category_education,category_travel,category_semiconductor,country_FRA,country_ESP,category_social,category_biotech,category_finance,category_health,category_music,target
0,4015.0,5655.0,2009,2009,2.0,2000000.0,0,-122.4110835,6.0,37.6304904,2.0,1,0,0.6983338205203157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,4015.0,5655.0,2006,2007,2.0,3400000.0,0,-97.7430608,9.0,30.267153,1.0,1,0,0.6983338205203157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4015.0,6142.0,2010,2011,2.0,1300000.0,0,2.3522219,3.0,48.856614,1.0,0,0,0.022215726395790704,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,4380.0,6121.0,2009,2009,2.0,2894000.0,1,-3.7037902,3.0,40.4167754,1.0,0,0,0.017831043554516222,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,4380.0,5655.0,2009,2009,2.0,400000.0,1,-74.0059728,1.0,40.7127753,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5110.0,6183.0,2007,2011,1.0,300000.0,0,-87.6297982,2.0,41.8781136,2.0,1,0,0.6983338205203157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4745.0,5655.0,2008,2009,1.0,267835.75,0,-123.1207375,2.0,49.2827291,1.0,0,0,0.039023677287342885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5110.0,5655.0,2007,2008,1.0,1050000.0,1,-122.3320708,4.0,47.6062095,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4015.0,5876.0,2009,2011,2.0,267835.75,0,-122.4194155,4.0,37.7749295,1.0,1,0,0.6983338205203157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4015.0,5655.0,2010,2009,2.0,267835.75,0,-122.4194155,9.0,37.7749295,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4745.0,5655.0,2008,2010,1.0,267835.75,1,-123.1207375,6.0,49.2827291,1.0,0,0,0.039023677287342885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4745.0,5655.0,2008,2013,1.0,3400000.0,0,-71.0588801,6.0,42.3600825,3.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4380.0,5655.0,2009,2011,2.0,3400000.0,0,-70.7625532,8.0,43.0717552,3.0,1,0,0.6983338205203157,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,5475.0,5655.0,2006,2010,1.0,3400000.0,0,-118.4732464,2.0,34.0521011,1.0,1,0,0.6983338205203157,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,5110.0,5655.0,2007,2009,2.0,450000.0,0,-111.8910474,5.0,40.7607793,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4015.0,6490.0,2010,2009,3.0,3400000.0,1,-74.0059728,4.0,40.7127753,2.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5475.0,5655.0,2006,2011,2.0,3400000.0,0,2.3522219,8.0,48.856614,2.0,0,0,0.022215726395790704,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,4380.0,5714.0,2009,2011,3.0,2100000.0,0,0.121817,3.0,52.205337,3.0,1,0,0.6983338205203157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4745.0,5655.0,2008,2008,3.0,426960.0,1,-122.1430195,4.0,37.4418834,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4745.0,5655.0,2008,2012,3.0,3200000.0,1,-122.3320708,7.0,47.6062095,2.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4015.0,5655.0,2010,2013,1.0,267835.75,0,-123.1207375,4.0,49.2827291,1.0,0,0,0.039023677287342885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4745.0,5655.0,2008,2011,2.0,1250000.0,0,-118.451357,7.0,34.1489719,2.0,1,0,0.6983338205203157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,5110.0,5655.0,2007,2009,2.0,267835.75,0,-123.1207375,3.0,49.2827291,1.0,0,0,0.039023677287342885,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4015.0,5781.0,2009,2012,2.0,1200000.0,0,-74.0059728,8.0,40.7127753,2.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5110.0,5655.0,2007,2007,1.0,1000000.0,1,-2.58791,3.0,51.454513,1.0,0,0,0.06883952060800935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4380.0,5655.0,2009,2012,2.0,3400000.0,0,-104.990251,7.0,39.7392358,2.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5110.0,5756.0,2007,2013,1.0,3400000.0,0,-79.9958864,8.0,40.4406248,3.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5475.0,5655.0,2006,2009,2.0,3400000.0,0,-74.4642861,4.0,40.554887,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5110.0,5655.0,2007,2011,1.0,2940797.0,0,-79.9958864,4.0,40.4406248,3.0,1,0,0.6983338205203157,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,4745.0,5655.0,2008,2012,1.0,3400000.0,0,-74.0059728,7.0,40.7127753,2.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4745.0,6512.0,2008,2012,2.0,3400000.0,0,-74.0059728,7.0,40.7127753,1.0,1,0,0.6983338205203157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4015.0,5655.0,2007,2008,2.0,3400000.0,0,-74.6514481,6.0,40.3439888,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5110.0,5655.0,2007,2007,3.0,2130000.0,0,-71.0588801,3.0,42.3600825,2.0,1,0,0.6983338205203157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,5475.0,5655.0,2006,2007,2.0,3400000.0,1,13.404954,3.0,52.5200066,2.0,0,0,0.01900029231218942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4015.0,5655.0,2007,2007,2.0,1434300.0,0,-0.1277583,3.0,51.5073509,1.0,0,0,0.06883952060800935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5475.0,5655.0,2006,2009,1.0,3400000.0,0,-74.4120953,4.0,40.5187154,2.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5110.0,5655.0,2007,2010,1.0,600000.0,0,34.7817676,1.0,32.0852999,1.0,0,0,0.019877228880444315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4015.0,5751.0,2010,2009,2.0,1250200.0,1,2.3522219,2.0,48.856614,2.0,0,0,0.022215726395790704,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,5475.0,5655.0,2006,2007,1.0,1250000.0,0,-122.6764815,3.0,45.5230622,2.0,1,0,0.6983338205203157,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4015.0,5655.0,2007,2009,3.0,2000000.0,0,-74.0059728,7.0,40.7127753,2.0,1,0,0.6983338205203157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5475.0,5655.0,2006,2012,1.0,2117844.0,0,-93.0899578,3.0,44.9537029,3.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4015.0,5806.0,2008,2010,2.0,1100000.0,0,-122.4194155,9.0,37.7749295,2.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5110.0,5655.0,2007,2009,2.0,1500000.0,1,-74.0059728,6.0,40.7127753,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4015.0,5655.0,2006,2008,1.0,3000000.0,1,-122.4077498,5.0,37.654656,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3650.0,6659.0,2011,2012,3.0,3400000.0,0,-74.0059728,8.0,40.7127753,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4380.0,6201.0,2009,2009,1.0,3400000.0,0,-117.9544069,2.0,33.7090212,3.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4380.0,5655.0,2009,2010,2.0,267835.75,0,-93.6091064,7.0,41.6005448,2.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4380.0,5655.0,2009,2011,1.0,341280.0,0,4.835659,5.0,45.764043,1.0,0,0,0.022215726395790704,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,4015.0,5891.0,2009,2010,3.0,750000.0,0,-122.4194155,6.0,37.7749295,1.0,1,0,0.6983338205203157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,4745.0,6659.0,2008,2010,1.0,285000.0,1,-118.4003563,2.0,34.0736204,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4380.0,5655.0,2009,2011,2.0,1500000.0,0,-88.8278057,4.0,30.4113097,1.0,1,0,0.6983338205203157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,4380.0,6110.0,2009,2009,3.0,3100000.0,0,-122.3320708,4.0,47.6062095,1.0,1,0,0.6983338205203157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5475.0,5655.0,2006,2009,1.0,1250000.0,0,-118.2436849,1.0,34.0522342,1.0,1,0,0.6983338205203157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5475.0,5655.0,2006,2011,1.0,3400000.0,0,-6.2603097,2.0,53.3498053,2.0,0,0,0.00950014615609471,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,4015.0,5655.0,2007,2010,2.0,1340300.0,1,-0.1277583,3.0,51.5073509,2.0,0,0,0.06883952060800935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5110.0,5655.0,2007,2011,1.0,3400000.0,0,-78.7394297,2.0,35.4083372,2.0,1,0,0.6983338205203157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4015.0,5942.0,2009,2011,2.0,3352194.0,0,-78.898619,8.0,35.9940329,3.0,1,0,0.6983338205203157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,4380.0,6199.0,2009,2010,2.0,3400000.0,0,-122.6764815,5.0,45.5230622,2.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4015.0,5655.0,2006,2012,1.0,500000.0,0,-77.6109219,1.0,43.16103,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4745.0,5655.0,2008,2010,3.0,2800000.0,0,9.189982,5.0,45.4642035,3.0,0,0,0.08798596901490792,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,5110.0,5655.0,2007,2009,2.0,3400000.0,0,4.4024643,1.0,51.2194475,3.0,0,0,0.08798596901490792,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
1,5110.0,5655.0,2007,2010,1.0,1150000.0,0,13.404954,1.0,52.5200066,1.0,0,0,0.01900029231218942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5110.0,5655.0,2007,2009,2.0,267835.75,1,-9.3146014,2.0,38.6968607,1.0,0,0,0.08798596901490792,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4380.0,5655.0,2009,2010,1.0,2205000.0,0,-74.0059728,5.0,40.7127753,3.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4745.0,5655.0,2008,2008,3.0,1500000.0,0,116.4073963,2.0,39.9041999,1.0,0,0,0.08798596901490792,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,4015.0,5655.0,2006,2007,2.0,889999.0,0,-122.4194155,5.0,37.7749295,2.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4015.0,6493.0,2010,2012,1.0,1250001.0,0,-97.0969552,3.0,33.0145673,2.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4380.0,5655.0,2009,2011,1.0,3400000.0,0,-122.3255254,9.0,37.5629917,3.0,1,0,0.6983338205203157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,4015.0,5655.0,2007,2008,2.0,1200000.0,1,-73.8987469,1.0,40.9312099,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4015.0,5891.0,2009,2011,3.0,3400000.0,0,-122.4194155,8.0,37.7749295,2.0,1,0,0.6983338205203157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4380.0,5658.0,2009,2010,1.0,935000.0,0,-104.990251,4.0,39.7392358,2.0,1,0,0.6983338205203157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4015.0,6297.0,2010,2011,3.0,1100000.0,0,2.1734035,4.0,41.3850639,1.0,0,0,0.017831043554516222,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,4745.0,5655.0,2008,2009,1.0,1000000.0,0,34.7817676,5.0,32.0852999,1.0,0,0,0.019877228880444315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4015.0,5655.0,2009,2009,1.0,379893.0,0,-1.3289821,1.0,54.5704551,2.0,0,0,0.06883952060800935,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,4380.0,5655.0,2009,2010,1.0,267835.75,0,-119.4179324,1.0,36.778261,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4380.0,5806.0,2009,2009,2.0,3400000.0,0,13.404954,1.0,52.5200066,2.0,0,0,0.01900029231218942,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,4380.0,5673.0,2009,2012,3.0,267835.75,0,14.204556,6.0,48.2591244,3.0,0,0,0.08798596901490792,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1,4380.0,5655.0,2009,2011,2.0,3400000.0,0,3.876716,6.0,43.610769,2.0,0,0,0.022215726395790704,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1,4380.0,5661.0,2009,2009,2.0,685000.0,0,-75.1652215,5.0,39.9525839,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4380.0,5784.0,2009,2009,1.0,600000.0,0,-111.8910474,2.0,40.7607793,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5110.0,5655.0,2007,2011,3.0,1300000.0,0,-0.1277583,6.0,51.5073509,2.0,0,0,0.06883952060800935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5110.0,5662.0,2007,2009,1.0,2000000.0,0,-71.4128343,5.0,41.8239891,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5110.0,5662.0,2007,2007,1.0,3400000.0,0,-77.6109219,9.0,43.16103,3.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4015.0,5655.0,2010,2010,1.0,267835.75,1,-2.2426305,1.0,53.4807593,1.0,0,0,0.06883952060800935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4745.0,6226.0,2008,2011,2.0,1000000.0,0,-111.8638226,9.0,40.5246711,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4015.0,5655.0,2008,2008,1.0,600000.0,0,116.4073963,1.0,39.9041999,1.0,0,0,0.08798596901490792,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4015.0,5665.0,2006,2010,1.0,3100000.0,0,-72.9278835,3.0,41.308274,2.0,1,0,0.6983338205203157,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,5110.0,5655.0,2007,2009,1.0,267835.75,0,23.3218675,2.0,42.6977082,1.0,0,0,0.08798596901490792,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4380.0,6099.0,2009,2012,2.0,3400000.0,0,-74.0059728,7.0,40.7127753,3.0,1,0,0.6983338205203157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,4015.0,6121.0,2010,2013,1.0,3400000.0,0,-84.3879824,2.0,33.7489954,2.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5110.0,5655.0,2007,2008,1.0,3152000.0,0,12.6365633,2.0,43.7262567,1.0,0,0,0.08798596901490792,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,4745.0,5668.0,2008,2012,1.0,3400000.0,0,-119.6981901,6.0,34.4208305,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5475.0,5668.0,2006,2008,1.0,3400000.0,0,-121.8863286,5.0,37.3382082,2.0,1,0,0.6983338205203157,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,4380.0,5780.0,2009,2010,1.0,300000.0,1,-73.1025502,2.0,40.9293759,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4745.0,5655.0,2008,2010,1.0,2725875.0,0,7.9114426,3.0,51.5583773,3.0,0,0,0.01900029231218942,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4015.0,5770.0,2009,2010,3.0,460000.0,0,-118.2436849,9.0,34.0522342,2.0,1,0,0.6983338205203157,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,5110.0,6278.0,2007,2011,1.0,2000000.0,0,19.040235,5.0,47.497912,1.0,0,0,0.08798596901490792,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4745.0,5655.0,2008,2008,2.0,267835.75,0,-0.1277583,7.0,51.5073509,2.0,0,0,0.06883952060800935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4015.0,5681.0,2010,2010,1.0,300000.0,0,-86.39027,2.0,35.8456213,1.0,1,0,0.6983338205203157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,4380.0,5655.0,2009,2010,2.0,400000.0,0,-81.9336187,6.0,40.8110501,2.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4015.0,6110.0,2008,2009,1.0,500000.0,0,-118.3549609,3.0,34.1501794,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4380.0,5655.0,2009,2010,2.0,267835.75,0,12.4949429,3.0,55.763516,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4015.0,5673.0,2007,2012,1.0,2855800.0,0,10.9027636,3.0,49.8988135,1.0,0,0,0.01900029231218942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4015.0,5655.0,2007,2007,2.0,1000000.0,0,-123.1207375,1.0,49.2827291,1.0,0,0,0.039023677287342885,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,4015.0,5788.0,2009,2009,3.0,275000.0,0,-74.0059728,2.0,40.7127753,2.0,1,0,0.6983338205203157,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,5110.0,5655.0,2007,2011,1.0,3400000.0,0,-79.3831843,3.0,43.653226,2.0,0,0,0.039023677287342885,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,3650.0,6020.0,2011,2012,3.0,1168000.0,0,-122.4194155,8.0,37.7749295,3.0,1,0,0.6983338205203157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,5110.0,5655.0,2007,2007,1.0,3400000.0,0,-105.2705456,2.0,40.0149856,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4745.0,5675.0,2008,2010,1.0,666000.0,0,-121.9232879,6.0,36.5552386,2.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4015.0,5676.0,2010,2010,2.0,3400000.0,0,-118.2436849,3.0,34.0522342,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5475.0,5674.0,2006,2010,1.0,3400000.0,0,-122.0230146,1.0,37.2638324,2.0,1,0,0.6983338205203157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5475.0,5655.0,2006,2011,2.0,2334100.0,0,4.8951679,5.0,52.3702157,3.0,0,0,0.008330897398421515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4380.0,6033.0,2009,2010,3.0,267835.75,0,-71.2356113,3.0,42.3764852,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4015.0,5890.0,2008,2008,2.0,267835.75,0,-74.0059728,1.0,40.7127753,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4380.0,5655.0,2009,2009,3.0,3250000.0,0,-74.0059728,9.0,40.7127753,2.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4380.0,5967.0,2009,2011,2.0,1400000.0,0,-118.2436849,7.0,34.0522342,1.0,1,0,0.6983338205203157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4745.0,5655.0,2008,2011,2.0,402500.0,0,-72.7798479,5.0,44.1926386,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4380.0,5679.0,2009,2009,3.0,3400000.0,0,37.6172999,2.0,55.755826,1.0,0,0,0.009061677871967261,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,5475.0,5679.0,2006,2010,1.0,2852674.0,0,-123.1207375,7.0,49.2827291,1.0,0,0,0.039023677287342885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4380.0,5668.0,2009,2009,1.0,267835.75,0,-118.6089752,1.0,34.165357,1.0,1,0,0.6983338205203157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,4015.0,5668.0,2009,2010,1.0,1050000.0,1,-87.6297982,2.0,41.8781136,2.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4745.0,5655.0,2008,2013,1.0,267835.75,0,139.7035494,2.0,35.6938401,1.0,0,0,0.08798596901490792,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4015.0,5655.0,2006,2011,1.0,1770000.0,0,3.876716,2.0,43.610769,1.0,0,0,0.022215726395790704,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,4380.0,5786.0,2009,2010,1.0,372000.0,0,-79.9958864,4.0,40.4406248,2.0,1,0,0.6983338205203157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5475.0,5677.0,2006,2009,1.0,3400000.0,0,-76.5018807,5.0,42.4439614,1.0,1,0,0.6983338205203157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4380.0,5655.0,2009,2010,2.0,3400000.0,0,34.7817676,9.0,32.0852999,2.0,0,0,0.019877228880444315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5110.0,5680.0,2007,2011,1.0,400000.0,0,-79.9958864,1.0,40.4406248,3.0,1,0,0.6983338205203157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4015.0,5655.0,2008,2009,1.0,2000000.0,0,-122.1430195,3.0,37.4418834,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5110.0,5655.0,2007,2012,1.0,860000.0,0,34.8854112,1.0,32.005532,1.0,0,0,0.019877228880444315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5475.0,5655.0,2006,2009,1.0,3400000.0,0,-95.3698028,1.0,29.7604267,2.0,1,0,0.6983338205203157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4015.0,5667.0,2010,2010,2.0,3400000.0,0,-122.1430195,4.0,37.4418834,2.0,1,0,0.6983338205203157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,5110.0,5667.0,2007,2010,1.0,1464200.0,0,-122.3320708,5.0,47.6062095,1.0,1,0,0.6983338205203157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,5110.0,5655.0,2007,2011,1.0,350000.0,1,-74.0059728,3.0,40.7127753,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,4380.0,5655.0,2009,2011,2.0,643000.0,0,-71.4161671,6.0,41.7001009,1.0,0,0,0.06883952060800935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5110.0,5655.0,2007,2012,1.0,1000000.0,0,-74.0059728,7.0,40.7127753,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,4015.0,5655.0,2009,2010,2.0,1400000.0,0,-122.4194155,4.0,37.7749295,2.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5110.0,5683.0,2007,2011,1.0,2000000.0,0,-95.3698028,3.0,29.7604267,1.0,1,0,0.6983338205203157,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,4015.0,5655.0,2006,2008,2.0,3400000.0,0,-122.4194155,5.0,37.7749295,2.0,1,0,0.6983338205203157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,4745.0,6414.0,2008,2011,1.0,1500000.0,0,-118.2436849,3.0,34.0522342,1.0,1,0,0.6983338205203157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,5110.0,5897.0,2007,2010,1.0,3400000.0,0,-74.0059728,9.0,40.7127753,2.0,1,0,0.6983338205203157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,4745.0,5655.0,2008,2010,1.0,607456.0,0,0.121817,5.0,52.205337,3.0,0,0,0.06883952060800935,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,4015.0,5655.0,2009,2009,1.0,500000.0,0,-118.2436849,2.0,34.0522342,1.0,1,0,0.6983338205203157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4015.0,5655.0,2008,2011,3.0,820000.0,0,-122.4194155,3.0,37.7749295,3.0,1,0,0.6983338205203157,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,4380.0,5655.0,2009,2012,2.0,267835.75,0,9.6772698,9.0,45.6982642,3.0,0,0,0.08798596901490792,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,5475.0,5655.0,2006,2008,1.0,870960.0,0,2.1734035,7.0,41.3850639,1.0,0,0,0.017831043554516222,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
