funding_rounds,funding_total_usd,first_milestone_at,last_milestone_at,milestones,relationships,lat,lng,founded_year,category_advertising,category_analytics,category_ecommerce,category_education,category_enterprise,category_games_video,category_mobile,category_other,category_social,category_software,category_web,category_automotive,category_biotech,category_cleantech,category_consulting,category_design,category_fashion,category_finance,category_government,category_hardware,category_health,category_hospitality,category_legal,category_local,category_manufacturing,category_medical,category_messaging,category_music,category_nanotech,category_network_hosting,category_news,category_nonprofit,category_pets,category_photo_video,category_public_relations,category_real_estate,category_search,category_security,category_semiconductor,category_sports,category_transportation,category_travel,country_code_generalized,country_CAN,country_DEU,country_ESP,country_FRA,country_GBR,country_IRL,country_ISR,country_NLD,country_RUS,country_USA,country_other,isClosed,active_years,active_days,target,first_funding_days,last_funding_days
3.0,2048000.0,2011,2011,1.0,2.0,47.6062095,-122.3320708,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,10.0,3650.0,1,6263.0,6715.0
2.0,760000.0,2013,2013,2.0,4.0,51.5073509,-0.1277583,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GBR,0,0,0,0,1,0,0,0,0,0,0,1,9.0,3285.0,1,6572.0,6820.0
2.0,100000.0,2012,2012,1.0,4.0,47.6062095,-122.3320708,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,9.0,3285.0,1,6598.0,6598.0
3.0,1917451.0,2012,2012,1.0,3.0,51.608044,-1.24484,2011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GBR,0,0,0,0,1,0,0,0,0,0,0,1,10.0,3650.0,1,6233.0,7054.0
1.0,290000.0,2011,2013,2.0,1.0,36.1699412,-115.1398296,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,10.0,3650.0,1,6681.0,6681.0
3.0,2282540.0,2013,2013,2.0,3.0,51.5073509,-0.1277583,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GBR,0,0,0,0,1,0,0,0,0,0,0,1,10.0,3650.0,1,6683.0,6904.0
2.0,8000000.0,2011,2013,2.0,3.0,37.36883,-122.0363496,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,11.0,4015.0,1,6682.0,6955.0
1.0,500000.0,2008,2010,2.0,4.0,37.7749295,-122.4194155,2007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,0,12.133344803854095,4015.0,0,4771.0,4771.0
1.0,500000.0,2013,2013,2.0,4.0,51.5073509,-0.1277583,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GBR,0,0,0,0,1,0,0,0,0,0,0,1,10.0,3650.0,1,6766.0,6766.0
3.0,100000.0,2011,2012,2.0,3.0,49.2827291,-123.1207375,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN,1,0,0,0,0,0,0,0,0,0,0,1,10.0,3650.0,1,6427.0,7011.0
1.0,150000.0,2012,2012,1.0,2.0,37.7749295,-122.4194155,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,9.0,3285.0,1,6990.0,6990.0
2.0,9000000.0,2012,2013,2.0,5.0,37.7749295,-122.4194155,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,10.0,3650.0,1,6659.0,7094.0
2.0,7660000.0,2009,2011,3.0,3.0,37.5778696,-122.34809,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,0,12.133344803854095,4015.0,0,5591.0,5843.0
1.0,10000.0,2012,2013,2.0,1.0,36.286204,-95.846471,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,1,1,9.0,3285.0,1,6660.0,6660.0
1.0,720000.0,2011,2011,1.0,4.0,32.660225,35.104606,2011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISR,0,0,0,0,0,0,1,0,0,0,0,1,10.0,3650.0,1,6354.0,6354.0
1.0,25000.0,2012,2012,1.0,4.0,37.4418834,-122.1430195,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,9.0,3285.0,1,6385.0,6385.0
1.0,35000.0,2012,2012,1.0,3.0,32.715738,-117.1610838,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,9.0,3285.0,1,6418.0,6418.0
1.0,1500000.0,2013,2013,1.0,9.0,33.4483771,-112.0740373,2011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,10.0,3650.0,1,6293.0,6293.0
2.0,825000.0,2013,2013,1.0,3.0,37.7749295,-122.4194155,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,9.0,3285.0,1,6598.0,6794.0
1.0,250000.0,2011,2011,1.0,2.0,40.7127753,-74.0059728,2012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,9.0,3285.0,1,6690.0,6690.0
2.0,1015000.0,2012,2012,1.0,5.0,37.5629917,-122.3255254,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,0,12.133344803854095,4015.0,0,6659.0,6690.0
1.0,900000.0,2013,2013,2.0,8.0,32.715738,-117.1610838,2011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,10.0,3650.0,1,7025.0,7025.0
1.0,7000000.0,2012,2013,3.0,11.0,40.7127753,-74.0059728,2008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,13.0,4745.0,1,6695.0,6695.0
1.0,49500.0,2012,2012,1.0,2.0,40.5795317,-74.1502007,2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,9.0,3285.0,1,6567.0,6567.0
1.0,127700.0,2013,2013,1.0,3.0,44.647128,10.9252269,2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,1,1,9.0,3285.0,1,6993.0,6993.0
1.0,475000.0,2012,2012,1.0,2.0,40.7127753,-74.0059728,2012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,9.0,3285.0,1,6676.0,6676.0
1.0,600000.0,2012,2012,2.0,2.0,55.6760968,12.5683372,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,1,1,9.0,3285.0,1,6824.0,6824.0
2.0,115000.0,2012,2012,1.0,4.0,45.7341902,9.1238797,2011,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,1,1,10.0,3650.0,1,6810.0,6817.0
1.0,125000.0,2012,2012,1.0,2.0,47.6768927,-122.2059833,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,9.0,3285.0,1,6842.0,6842.0
1.0,1100000.0,2013,2013,1.0,3.0,25.0329694,121.5654177,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,1,1,9.0,3285.0,1,6691.0,6691.0
1.0,100000.0,2012,2012,1.0,3.0,43.1828396,-3.9878427,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,1,1,9.0,3285.0,1,6506.0,6506.0
1.0,320000.0,2012,2012,1.0,3.0,46.2043907,6.1431577,2012,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,1,1,9.0,3285.0,1,6506.0,6506.0
1.0,234665.0,2003,2003,1.0,1.0,51.5073509,-0.1277583,2003,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GBR,0,0,0,0,1,0,0,0,0,0,0,1,18.0,6570.0,1,5884.0,5884.0
1.0,880000.0,2011,2013,2.0,6.0,37.4529598,-122.1817252,2008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,13.0,4745.0,1,6645.0,6645.0
1.0,10000.0,2012,2012,1.0,1.0,34.0522342,-118.2436849,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,9.0,3285.0,1,6629.0,6629.0
1.0,500000.0,2012,2012,1.0,7.0,41.8781136,-87.6297982,2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,9.0,3285.0,1,6386.0,6386.0
1.0,1250000.0,2013,2013,2.0,7.0,34.0522342,-118.2436849,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,9.0,3285.0,1,7090.0,7090.0
1.0,40000.0,2013,2013,1.0,5.0,40.7127753,-74.0059728,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,10.0,3650.0,1,6537.0,6537.0
1.0,2300000.0,2011,2013,2.0,3.0,37.3852183,-122.1141298,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,10.0,3650.0,1,6696.0,6696.0
1.0,400000.0,2011,2011,1.0,1.0,32.715738,-117.1610838,2012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,9.0,3285.0,1,6020.0,6020.0
2.0,3000000.0,2013,2013,1.0,2.0,37.7749295,-122.4194155,2008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,13.0,4745.0,1,6943.0,6960.0
1.0,1000000.0,2012,2013,2.0,2.0,40.7127753,-74.0059728,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,9.0,3285.0,1,7074.0,7074.0
2.0,462000.0,2012,2012,1.0,4.0,37.4112691,-122.0540996,2011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,10.0,3650.0,1,6332.0,6868.0
1.0,400000.0,2013,2013,1.0,4.0,32.068424,34.824785,2012,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ISR,0,0,0,0,0,0,1,0,0,0,0,1,9.0,3285.0,1,6893.0,6893.0
2.0,3000000.0,2012,2013,2.0,7.0,40.7127753,-74.0059728,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,10.0,3650.0,1,6827.0,7068.0
1.0,250000.0,2013,2013,1.0,5.0,32.715738,-117.1610838,2012,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,9.0,3285.0,1,6697.0,6697.0
1.0,1400000.0,2012,2012,1.0,4.0,46.8138783,-71.2079809,2012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN,1,0,0,0,0,0,0,0,0,0,0,1,9.0,3285.0,1,6697.0,6697.0
1.0,1800000.0,2011,2011,1.0,2.0,48.904526,2.304768,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA,0,0,0,1,0,0,0,0,0,0,0,1,11.0,4015.0,1,6201.0,6201.0
2.0,989425.0,2011,2011,1.0,1.0,41.3850639,2.1734035,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESP,0,0,1,0,0,0,0,0,0,0,0,1,10.0,3650.0,1,6324.0,6690.0
2.0,267361.0,2013,2013,1.0,7.0,51.5073509,-0.1277583,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GBR,0,0,0,0,1,0,0,0,0,0,0,1,9.0,3285.0,1,6666.0,6974.0
1.0,850000.0,2012,2013,2.0,2.0,37.7749295,-122.4194155,2012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,9.0,3285.0,1,6698.0,6698.0
2.0,2450000.0,2012,2013,2.0,4.0,51.5073509,-0.1277583,2011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GBR,0,0,0,0,1,0,0,0,0,0,0,1,10.0,3650.0,1,6324.0,7096.0
1.0,641000.0,2005,2010,3.0,2.0,48.856614,2.3522219,2005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FRA,0,0,0,1,0,0,0,0,0,0,0,1,16.0,5840.0,1,4351.0,4351.0
1.0,500000.0,2012,2012,1.0,1.0,45.5016889,-73.567256,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN,1,0,0,0,0,0,0,0,0,0,0,1,9.0,3285.0,1,7059.0,7059.0
1.0,210000.0,2012,2012,1.0,1.0,41.8781136,-87.6297982,2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,9.0,3285.0,1,6528.0,6528.0
1.0,3540000.0,2011,2011,1.0,11.0,37.3382082,-121.8863286,2004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,17.0,6205.0,1,4495.0,4495.0
1.0,1500000.0,2012,2012,1.0,4.0,37.7749295,-122.4194155,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,9.0,3285.0,1,7068.0,7068.0
2.0,4600000.0,2013,2013,1.0,4.0,41.8781136,-87.6297982,2011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,10.0,3650.0,1,6233.0,6691.0
3.0,610548.0,2009,2013,3.0,2.0,49.2827291,-123.1207375,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN,1,0,0,0,0,0,0,0,0,0,0,1,12.0,4380.0,1,5806.0,6416.0
2.0,1275000.0,2013,2013,1.0,3.0,37.7749295,-122.4194155,2010,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,11.0,4015.0,1,6540.0,6950.0
2.0,1350000.0,2013,2013,1.0,9.0,37.831316,-122.2852473,2011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,10.0,3650.0,1,6520.0,6694.0
1.0,3500000.0,2011,2011,1.0,4.0,37.7749295,-122.4194155,2011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,10.0,3650.0,1,6110.0,6110.0
1.0,1000000.0,2013,2013,1.0,3.0,41.3850639,2.1734035,2011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESP,0,0,1,0,0,0,0,0,0,0,0,1,10.0,3650.0,1,6902.0,6902.0
2.0,734790.0,2012,2013,2.0,12.0,51.2194475,4.4024643,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,1,1,10.0,3650.0,1,6020.0,6476.0
1.0,128770.0,2012,2012,1.0,4.0,42.6977082,23.3218675,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,1,1,9.0,3285.0,1,6659.0,6659.0
2.0,10100000.0,2009,2009,1.0,3.0,37.5629917,-122.3255254,2003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,0,12.133344803854095,4015.0,0,4723.0,5330.0
1.0,800000.0,2012,2012,1.0,5.0,55.755826,37.6172999,2011,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUS,0,0,0,0,0,0,0,0,1,0,0,0,12.133344803854095,4015.0,0,6324.0,6324.0
2.0,1750000.0,2011,2013,2.0,2.0,41.8781136,-87.6297982,2011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,10.0,3650.0,1,6445.0,6975.0
2.0,200000.0,2012,2012,1.0,8.0,34.0522342,-118.2436849,2012,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,9.0,3285.0,1,6720.0,6739.0
1.0,169213.0,2012,2013,2.0,3.0,42.6977082,23.3218675,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,1,1,10.0,3650.0,1,6786.0,6786.0
1.0,2539200.0,2012,2012,1.0,3.0,50.62925,3.057256,2009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FRA,0,0,0,1,0,0,0,0,0,0,0,1,12.0,4380.0,1,6702.0,6702.0
3.0,813000.0,2013,2013,1.0,7.0,52.205337,0.121817,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,10.0,3650.0,1,6354.0,6703.0
1.0,100000.0,2013,2013,1.0,5.0,42.4334903,-71.4495058,2012,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,9.0,3285.0,1,6445.0,6445.0
1.0,500000.0,2013,2013,2.0,5.0,28.8052674,-97.0035982,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CAN,1,0,0,0,0,0,0,0,0,0,0,1,9.0,3285.0,1,6629.0,6629.0
1.0,19299.0,2011,2011,1.0,4.0,50.8503463,4.3517211,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,other,0,0,0,0,0,0,0,0,0,0,1,1,9.0,3285.0,1,7037.0,7037.0
1.0,500000.0,2013,2013,3.0,4.0,40.7127753,-74.0059728,2011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,10.0,3650.0,1,6933.0,6933.0
1.0,150000.0,2012,2012,1.0,1.0,52.5694985,-0.2405299,2012,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GBR,0,0,0,0,1,0,0,0,0,0,0,1,9.0,3285.0,1,4955.0,4955.0
1.0,25000.0,2012,2012,1.0,3.0,37.6780742,-97.2392359,2012,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,9.0,3285.0,1,6490.0,6490.0
3.0,6000000.0,2013,2013,3.0,4.0,37.7749295,-122.4194155,2009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,0,0,0,0,0,0,0,0,0,1,0,1,12.0,4380.0,1,5639.0,6801.0
